Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,Expected Loss (in Rs.)
4944,3.11,31.84,0.0077,1632.22752
4945,21.9,2.29,0.0085,18188.716500000002
4946,13.1,32.48,0.0023,2034.3775999999998
4947,19.79,33.66,0.0083,10896.809379999999
4948,8.69,18.67,0.0087,6148.79199
4949,6.01,35.75,0.0096,3706.968
4950,12.83,39.2,0.0092,7176.5887999999995
4951,5.29,35.5,0.0011,375.32550000000003
4952,19.37,28.6,0.0071,9819.427800000001
4953,16.33,15.66,0.0067,9227.72374
4954,12.01,36.25,0.005,3828.1875
4955,9.58,15.33,0.0066,5353.514760000001
4956,6.17,21.45,0.0007,339.25745
4957,11.53,23.62,0.0088,7749.820320000001
4958,20.18,19.32,0.002,3256.2448
4959,17.55,18.89,0.0047,6690.35835
4960,19.21,27.79,0.0061,8461.640010000001
4961,17.54,30.07,0.0065,7972.719299999999
4962,15.5,22.34,0.0095,11435.435
4963,4.79,25.51,0.0079,2818.7760900000003
4964,15.82,22.04,0.0058,7153.29776
4965,15.75,38.35,0.0043,4175.246249999999
4966,14.58,19.57,0.006,7036.0164
4967,2.1,37.83,0.0085,1109.7345000000003
4968,8.73,21.43,0.0093,6379.01973
4969,23.46,32.1,0.0047,7486.789800000001
4970,0.42,31.07,0.0075,217.12949999999998
4971,1.93,24.71,0.0033,479.52200999999997
4972,20.24,17.22,0.0084,14073.924479999996
4973,0.72,33.57,0.0009,43.04663999999999
4974,9.23,22.05,0.0028,2014.5398000000002
4975,3.14,33.8,0.0086,1787.6648000000002
4976,8.99,0.96,0.0006,534.2217599999999
4977,18.74,21.62,0.0029,4259.63948
4978,24.22,31.75,0.0013,2148.9195
4979,4.95,5.5,0.0089,4163.1975
4980,5.23,25.31,0.0079,3085.9667300000006
4981,0.18,1.11,0.0002,3.56004
4982,22.15,26.75,0.0021,3407.223749999999
4983,10.41,23.33,0.0027,2154.9636900000005
4984,5.9,19.82,0.0015,709.593
4985,11.33,14.94,0.0046,4433.15708
4986,24.39,10.92,0.0012,2607.19344
4987,3.94,7.0,0.0049,1795.4579999999999
4988,15.02,39.81,0.0032,2892.97216
4989,20.76,39.63,0.007,8772.968399999998
4990,15.54,12.95,0.0078,10551.5046
4991,10.56,8.83,0.0088,8472.245760000002
4992,3.13,9.08,0.0079,2248.17884
4993,5.23,25.29,0.0039,1523.8598700000002
4994,3.16,38.1,0.0085,1662.634
4995,15.11,27.75,0.0091,9934.447250000001
4996,1.34,31.86,0.006,547.8456
4997,13.3,15.73,0.0099,11095.8309
4998,15.69,32.75,0.005,5275.7625
4999,13.41,38.92,0.0086,7044.112080000001
5000,0.36,34.12,0.0093,220.56624
5001,24.98,17.5,0.0009,1854.7649999999999
5002,18.41,14.58,0.0003,471.7746599999999
5003,9.58,22.9,0.0025,1846.545
5004,16.77,24.03,0.0063,8026.3064699999995
5005,12.29,21.52,0.0008,771.61536
5006,16.19,10.92,0.005,7211.026000000001
5007,13.71,1.84,0.0045,6055.9812
5008,14.96,1.38,0.0021,3098.24592
5009,6.64,26.7,0.0083,4039.7096
5010,24.26,30.53,0.0024,4044.82128
5011,6.31,16.61,0.0046,2420.4781399999997
5012,11.39,20.53,0.002,1810.3265999999999
5013,8.73,7.56,0.0092,7424.411039999999
5014,4.44,37.67,0.001,276.7452
5015,22.99,38.73,0.0062,8733.30326
5016,11.79,1.7,0.0044,5099.4108
5017,24.11,27.29,0.0082,14374.912420000002
5018,7.28,29.21,0.0001,51.53512
5019,9.14,5.9,0.007,6020.518
5020,16.48,19.87,0.0059,7791.20016
5021,5.97,38.67,0.001,366.14009999999996
5022,12.35,7.14,0.0062,7110.2901999999995
5023,22.07,2.42,0.0099,21320.54694
5024,12.76,33.53,0.0055,4664.8646
5025,18.78,7.96,0.0077,13309.53624
5026,11.82,2.69,0.0028,3220.57176
5027,23.27,16.0,0.0038,7427.784
5028,16.89,10.02,0.0062,9422.525640000002
5029,24.87,5.27,0.0099,23323.757490000004
5030,3.06,28.0,0.0073,1608.3359999999998
5031,6.21,25.42,0.0099,4585.10382
5032,2.2,19.34,0.0074,1313.1448000000003
5033,21.67,22.07,0.0061,10301.332910000003
5034,17.49,39.38,0.0021,2226.5119799999998
5035,20.79,12.34,0.0061,11116.953540000002
5036,0.2,22.36,0.0043,66.77040000000001
5037,1.29,19.31,0.0012,124.90811999999998
5038,20.92,35.89,0.0026,3487.07112
5039,21.14,30.91,0.0081,11830.557060000001
5040,21.87,37.42,0.0022,3010.97412
5041,11.21,0.14,0.0087,9739.046220000002
5042,16.25,31.56,0.0019,2113.085
5043,21.67,18.69,0.0077,13567.30529
5044,14.72,5.25,0.0093,12970.895999999999
5045,7.36,7.12,0.0079,5400.414720000001
5046,3.13,28.2,0.0039,876.4626
5047,6.44,24.41,0.0031,1509.0787599999999
5048,10.48,19.89,0.0017,1427.23976
5049,20.16,18.58,0.0063,10340.991360000002
5050,23.2,17.32,0.0075,14386.32
5051,0.05,4.05,0.0042,20.149500000000003
5052,0.35,24.65,0.0056,147.686
5053,7.87,0.46,0.0068,5326.98264
5054,20.84,30.19,0.0029,4219.037159999999
5055,18.72,8.71,0.0014,2392.5283200000003
5056,11.48,16.65,0.0049,4688.604200000001
5057,15.49,22.75,0.0041,4906.070250000001
5058,16.19,10.04,0.002,2912.9048000000003
5059,9.86,38.52,0.0091,5516.35448
5060,8.45,19.45,0.0083,5649.374249999999
5061,9.18,7.05,0.005,4266.405
5062,3.79,26.58,0.0038,1057.39484
5063,3.99,17.83,0.0079,2590.0805700000005
5064,24.68,9.09,0.0096,21539.12448
5065,16.99,16.94,0.003,4233.5682
5066,18.3,11.68,0.0044,7111.526400000002
5067,4.67,12.56,0.0083,3389.2618399999997
5068,23.37,13.85,0.0015,3019.9882500000003
5069,14.9,13.31,0.0045,5812.5644999999995
5070,6.48,8.48,0.0083,4922.311680000001
5071,11.86,25.16,0.0093,8254.702319999999
5072,20.97,26.69,0.005,7686.5535
5073,3.94,0.48,0.0015,588.1632000000001
5074,23.61,16.85,0.0069,13545.883350000002
5075,12.02,34.3,0.0054,4264.455600000001
5076,19.13,12.54,0.0061,10205.969780000001
5077,20.88,21.41,0.0007,1148.67144
5078,23.93,14.0,0.0027,5556.546
5079,15.53,20.84,0.0073,8974.29004
5080,13.79,7.84,0.0074,9404.55936
5081,9.39,32.61,0.0011,696.07131
5082,24.78,17.77,0.0035,7131.807900000001
5083,20.38,33.67,0.0075,10138.5405
5084,8.67,33.1,0.005,2900.115
5085,20.13,23.19,0.006,9277.1118
5086,3.32,8.49,0.0061,1853.26052
5087,0.98,20.14,0.006,469.57679999999993
5088,12.46,34.74,0.0065,5285.4074
5089,0.78,10.3,0.0019,132.93540000000002
5090,8.5,2.8,0.0037,3056.9399999999996
5091,12.1,6.47,0.0011,1244.8843000000002
5092,12.05,32.51,0.0017,1382.53265
5093,1.5,37.91,0.0049,456.3615
5094,4.38,37.08,0.0043,1185.03528
5095,4.84,29.83,0.0018,611.3210399999999
5096,9.8,1.75,0.0098,9435.93
5097,19.9,14.93,0.0079,13373.854700000002
5098,8.24,15.59,0.0073,5077.43032
5099,11.73,9.08,0.0064,6825.54624
5100,7.43,11.89,0.0051,3338.75223
5101,1.8,39.93,0.0053,573.0678
5102,0.23,18.68,0.0066,123.44376000000001
5103,9.87,15.67,0.0083,6908.397929999998
5104,4.24,37.11,0.0065,1733.2484000000002
5105,22.24,18.63,0.0053,9591.244639999999
5106,24.0,25.52,0.0023,4111.295999999999
5107,11.78,11.83,0.0013,1350.2353799999999
5108,0.56,18.66,0.0066,300.63264000000004
5109,3.05,38.21,0.0028,527.6865999999999
5110,1.05,32.11,0.004,285.13800000000003
5111,19.64,23.42,0.0075,11280.234
5112,5.84,19.62,0.0092,4318.656639999999
5113,11.69,27.96,0.0087,7326.684119999999
5114,20.02,34.73,0.0005,653.3527
5115,15.76,17.1,0.0036,4703.4144
5116,11.22,21.94,0.0078,6831.49896
5117,8.02,13.6,0.0052,3603.2255999999998
5118,3.15,37.75,0.0016,313.74
5119,21.27,21.14,0.0023,3857.9100599999997
5120,23.08,3.01,0.0024,5372.470079999999
5121,17.1,31.69,0.0098,11447.3898
5122,16.95,17.57,0.0092,12854.1342
5123,19.31,2.5,0.0024,4518.539999999999
5124,5.65,38.62,0.0065,2254.1805
5125,3.61,8.02,0.0045,1494.2151
5126,2.17,15.32,0.0069,1267.91364
5127,24.85,20.47,0.0011,2173.9525500000004
5128,4.43,29.02,0.0077,2421.1987799999997
5129,4.65,31.1,0.008,2563.0800000000004
5130,18.73,16.78,0.0054,8417.037240000001
5131,17.42,37.01,0.0022,2414.0287600000006
5132,23.55,24.94,0.0002,353.5326
5133,22.24,11.79,0.0022,4315.93888
5134,17.32,30.36,0.0016,1929.8636800000002
5135,9.45,3.8,0.0035,3181.8149999999996
5136,3.37,13.74,0.0007,203.48734000000002
5137,3.64,3.09,0.0067,2363.44108
5138,5.93,11.81,0.0088,4602.10696
5139,20.83,17.95,0.0095,16236.464249999999
5140,7.93,16.88,0.0092,6064.10272
5141,14.55,36.89,0.0022,2020.1511000000003
5142,11.14,35.91,0.0088,6282.87088
5143,4.97,18.5,0.004,1620.2199999999996
5144,19.19,6.04,0.0034,6130.51416
5145,3.15,6.56,0.0096,2825.6256
5146,24.43,21.47,0.0014,2685.8830599999997
5147,13.99,35.76,0.0056,5032.818560000001
5148,7.99,14.74,0.0018,1226.2093200000002
5149,20.86,24.15,0.0049,7752.9319
5150,10.39,3.78,0.0005,499.8629
5151,2.77,31.84,0.01,1888.0320000000002
5152,11.38,17.27,0.0026,2447.8152400000004
5153,22.79,12.62,0.0014,2787.9462799999997
5154,22.15,24.78,0.0079,13162.3717
5155,21.85,5.0,0.0089,18474.175
5156,0.54,6.17,0.0092,466.1474400000001
5157,19.33,8.31,0.004,7089.4708
5158,13.68,9.1,0.0097,12062.066400000002
5159,20.48,16.82,0.0022,3747.7580800000005
5160,17.83,26.16,0.0032,4213.015039999999
5161,12.84,24.07,0.0048,4679.717759999999
5162,21.17,27.29,0.0037,5695.301590000002
5163,23.74,1.38,0.0024,5618.973119999999
5164,18.9,0.55,0.0025,4699.0125
5165,14.86,26.57,0.0002,218.23396
5166,4.56,37.58,0.0034,967.7596799999999
5167,10.82,19.09,0.0073,6390.75726
5168,5.12,13.09,0.0094,4182.804480000001
5169,11.97,30.62,0.0068,5647.25448
5170,10.95,0.38,0.0018,1963.5101999999997
5171,11.1,2.83,0.0085,9167.9895
5172,0.43,29.1,0.002,60.974
5173,10.43,4.26,0.0046,4593.4137200000005
5174,21.04,39.67,0.0087,11043.285839999999
5175,18.03,38.58,0.0086,9523.662360000002
5176,0.08,36.76,0.0045,22.7664
5177,20.91,2.14,0.0016,3274.00416
5178,16.63,2.96,0.0091,14685.354319999999
5179,1.54,9.56,0.002,278.5552
5180,5.23,0.25,0.0053,2764.9702500000003
5181,11.08,1.3,0.0011,1202.9556
5182,8.44,37.77,0.0069,3624.026279999999
5183,15.72,33.24,0.0048,5037.4425599999995
5184,4.63,15.41,0.006,2349.9102
5185,0.81,29.67,0.0032,182.29536000000002
5186,18.82,8.57,0.0073,12561.20198
5187,19.79,16.33,0.0003,496.74878999999993
5188,21.72,14.04,0.0066,12322.537919999999
5189,16.25,28.53,0.0023,2671.19125
5190,8.64,29.0,0.0011,674.7840000000001
5191,10.87,29.53,0.0084,6434.474759999999
5192,16.24,28.16,0.0049,5716.739839999999
5193,9.33,32.14,0.0031,1962.71478
5194,15.47,24.68,0.0023,2679.96092
5195,22.88,1.71,0.0014,3148.42528
5196,13.79,0.34,0.0037,5084.95218
5197,9.48,18.5,0.0055,4249.409999999999
5198,15.28,8.23,0.0093,13040.884079999998
5199,3.06,36.64,0.0,0.0
5200,4.37,23.65,0.0033,1101.0433500000001
5201,10.67,17.61,0.0088,7736.091440000001
5202,19.24,22.83,0.0067,9947.83036
5203,9.02,35.5,0.0013,756.327
5204,14.41,26.99,0.0057,5996.82237
5205,16.16,36.45,0.0007,718.8775999999999
5206,5.33,21.39,0.0013,544.68869
5207,8.47,8.02,0.0022,1713.95532
5208,17.07,2.46,0.009,14985.0702
5209,18.7,29.61,0.0068,8950.792399999998
5210,3.78,35.58,0.0,0.0
5211,20.24,15.2,0.0075,12872.64
5212,22.21,38.7,0.0002,272.29460000000006
5213,9.31,24.69,0.0045,3155.11245
5214,8.86,25.44,0.0003,198.18048000000002
5215,1.96,24.46,0.0038,562.6219199999999
5216,4.79,36.29,0.0005,152.58545
5217,15.71,34.57,0.0033,3392.0874900000003
5218,1.58,35.24,0.003,306.9624
5219,8.63,15.38,0.0046,3359.24476
5220,6.39,26.63,0.0064,3000.5395200000003
5221,3.05,32.31,0.0014,289.0363
5222,3.44,24.6,0.0039,1011.5664
5223,6.53,19.49,0.0058,3049.23574
5224,4.96,30.55,0.0034,1171.2048000000002
5225,6.21,23.89,0.0087,4111.99497
5226,1.58,24.11,0.0031,371.7092200000001
5227,11.15,17.48,0.0061,5612.5978
5228,7.64,15.25,0.0073,4726.677
5229,24.61,9.29,0.0097,21654.019070000002
5230,4.92,11.08,0.005,2187.432
5231,8.3,9.57,0.0074,5554.2106
5232,10.46,8.41,0.0027,2586.68478
5233,15.25,7.95,0.0042,5895.8025
5234,1.66,3.31,0.0,0.0
5235,7.45,4.07,0.0054,3859.2639000000004
5236,10.56,19.11,0.0028,2391.7555199999997
5237,14.94,6.0,0.0031,4353.515999999999
5238,21.64,6.7,0.0037,7470.344400000001
5239,7.59,27.17,0.0078,4311.681659999999
5240,10.85,12.12,0.0011,1048.8478
5241,9.09,4.81,0.0051,4412.913210000001
5242,0.68,34.77,0.0009,39.92076
5243,6.83,9.68,0.0019,1172.08264
5244,2.14,14.86,0.0003,54.659879999999994
5245,18.34,1.06,0.0027,4899.31092
5246,11.33,4.13,0.0081,8798.27751
5247,21.6,29.31,0.0022,3359.188800000001
5248,3.97,5.33,0.0001,37.58399
5249,7.53,8.29,0.0025,1726.4407500000002
5250,13.94,35.19,0.0074,6685.54036
5251,7.71,10.09,0.0027,1871.6564700000001
5252,13.97,24.36,0.0008,845.3526400000002
5253,10.67,8.85,0.0075,7294.2787499999995
5254,21.57,25.26,0.0072,11607.420960000001
5255,3.23,23.84,0.0057,1402.1817600000002
5256,20.79,36.15,0.004,5309.7660000000005
5257,23.44,16.16,0.0068,13363.425280000001
5258,2.75,24.81,0.0004,82.709
5259,14.98,0.45,0.007,10438.813
5260,23.56,37.44,0.0087,12823.04832
5261,18.5,30.73,0.0002,256.29900000000004
5262,20.06,22.8,0.0062,9601.518399999999
5263,7.24,6.86,0.0034,2292.7342399999998
5264,7.78,24.6,0.0013,762.5956
5265,22.09,12.7,0.0065,12534.970499999998
5266,21.02,12.44,0.0021,3865.0735199999995
5267,24.08,13.97,0.0026,5386.16624
5268,22.12,20.0,0.0034,6016.64
5269,21.12,11.28,0.0047,8806.702080000001
5270,0.68,22.96,0.0044,230.50368
5271,13.85,10.12,0.0075,9336.285
5272,9.02,8.17,0.0014,1159.62924
5273,19.75,0.99,0.0081,15839.124749999997
5274,3.88,32.74,0.0056,1461.42528
5275,0.26,4.01,0.001,24.957400000000003
5276,18.99,6.92,0.0018,3181.66056
5277,15.5,38.04,0.003,2881.14
5278,14.17,2.46,0.0003,414.64254
5279,6.07,37.5,0.0077,2921.1875
5280,22.08,14.67,0.0003,565.2259199999999
5281,8.4,16.61,0.0089,6234.236400000001
5282,14.6,34.01,0.0001,96.3454
5283,1.48,24.58,0.0047,524.62152
5284,5.49,35.32,0.0008,284.07456
5285,17.3,16.63,0.0043,6201.8943
5286,1.17,10.32,0.0093,975.8080799999999
5287,5.29,9.54,0.0007,334.97338
5288,13.81,6.87,0.0001,128.61253
5289,14.77,18.33,0.0074,8926.367660000002
5290,2.43,6.28,0.0084,1913.01264
5291,14.62,22.27,0.003,3409.2378
5292,19.87,2.31,0.0018,3493.9805399999996
5293,16.09,11.04,0.0087,12452.88768
5294,7.03,4.79,0.001,669.3263000000001
5295,2.62,6.89,0.0061,1488.0840200000005
5296,6.35,9.99,0.0008,457.2508
5297,5.28,14.59,0.006,2705.7888
5298,19.73,8.25,0.0051,9232.16025
5299,17.64,39.16,0.0091,9766.28016
5300,7.39,5.81,0.0001,69.60641
5301,24.79,15.88,0.0046,9592.540079999999
5302,4.35,30.81,0.0046,1384.4918999999998
5303,15.14,4.08,0.0041,5954.138080000001
5304,11.36,9.73,0.0008,820.3737600000001
5305,14.14,10.52,0.0035,4428.365200000001
5306,9.62,13.28,0.0023,1918.7667199999999
5307,18.07,1.52,0.0047,8363.807920000001
5308,17.4,25.76,0.0091,11755.1616
5309,12.42,12.69,0.0041,4445.99982
5310,9.61,37.49,0.0023,1381.6585299999997
5311,9.11,20.89,0.0065,4684.4986499999995
5312,7.97,39.04,0.0021,1020.28752
5313,17.94,31.31,0.0053,6531.1825800000015
5314,2.4,7.61,0.0009,199.5624
5315,7.93,15.48,0.0033,2211.8038799999995
5316,2.21,9.61,0.0021,419.49998999999997
5317,14.8,9.86,0.0092,12273.4624
5318,16.79,9.21,0.0,0.0
5319,16.88,9.48,0.0053,8098.28128
5320,10.62,34.12,0.0051,3568.1925600000004
5321,7.22,13.93,0.0084,5219.973359999999
5322,13.45,5.54,0.0081,10290.944699999998
5323,18.01,28.37,0.0094,12126.529220000002
5324,9.4,9.61,0.0094,7986.860400000001
5325,19.06,30.22,0.0032,4256.02176
5326,17.55,39.76,0.0095,10043.514000000003
5327,5.44,2.53,0.0076,4029.7996800000005
5328,1.23,20.62,0.0095,927.5552999999999
5329,7.58,29.13,0.0046,2471.0951600000003
5330,2.18,18.2,0.0024,427.9776
5331,14.52,1.09,0.0098,14074.497359999996
5332,22.15,11.21,0.0016,3146.7176
5333,18.03,22.07,0.0047,6603.866130000001
5334,7.97,19.05,0.0062,4000.0633000000003
5335,9.64,30.79,0.0093,6204.814919999999
5336,7.29,18.48,0.0058,3446.8286399999997
5337,8.83,20.07,0.0041,2893.7057900000004
5338,20.86,19.98,0.0059,9848.38148
5339,24.08,5.26,0.0013,2965.74096
5340,17.21,8.59,0.0079,12428.012190000003
5341,9.12,17.74,0.0071,5326.49952
5342,19.19,13.98,0.0018,2971.3028400000003
5343,20.54,15.26,0.0052,9050.90992
5344,5.39,35.9,0.0079,2729.4421
5345,4.24,5.03,0.0075,3020.0460000000003
5346,22.36,1.59,0.0041,9021.83516
5347,0.58,3.49,0.0054,302.26931999999994
5348,17.23,28.24,0.0011,1360.0672800000002
5349,2.05,0.1,0.0055,1126.3725
5350,4.82,2.39,0.0063,2964.02526
5351,21.3,4.5,0.0019,3864.8849999999998
5352,4.52,12.37,0.0092,3644.005919999999
5353,22.5,35.43,0.0086,12494.295
5354,4.64,33.4,0.001,309.024
5355,9.87,30.09,0.0013,897.01521
5356,20.54,18.64,0.0077,12867.734879999998
5357,5.09,2.34,0.0001,49.708940000000005
5358,17.9,38.64,0.0088,9665.427199999998
5359,16.88,13.78,0.0062,9023.440319999998
5360,8.92,13.01,0.0049,3802.15892
5361,4.1,2.16,0.0064,2567.3216
5362,12.86,12.25,0.0084,9479.106
5363,13.5,6.7,0.0018,2267.19
5364,12.48,32.95,0.0025,2091.96
5365,18.05,4.1,0.0066,11424.567
5366,6.04,3.29,0.0033,1927.6237199999998
5367,12.87,15.95,0.0003,324.51705
5368,2.09,4.41,0.0026,519.43606
5369,22.89,18.78,0.0078,14501.181240000002
5370,16.28,2.03,0.0024,3827.88384
5371,14.0,33.99,0.004,3696.5599999999995
5372,4.97,17.36,0.0022,903.5857599999999
5373,10.53,7.89,0.0007,678.94281
5374,1.26,6.02,0.0049,580.23252
5375,11.11,0.14,0.0032,3550.22272
5376,4.19,3.79,0.0037,1491.5436300000003
5377,1.89,29.18,0.0075,1003.8734999999998
5378,18.77,11.29,0.0012,1998.10404
5379,9.05,16.57,0.0078,5889.3237
5380,19.47,20.01,0.002,3114.8105999999993
5381,21.37,16.35,0.0031,5541.56155
5382,6.32,39.98,0.0055,2086.2952
5383,13.94,2.85,0.0036,4875.3756
5384,22.39,23.52,0.0078,13356.620159999999
5385,23.56,9.17,0.0038,8131.82824
5386,21.24,24.15,0.0041,6605.321399999999
5387,2.15,4.16,0.0059,1215.7304
5388,22.48,35.33,0.0016,2326.05056
5389,14.59,33.98,0.0083,7994.823939999999
5390,4.38,20.05,0.0033,1155.5973
5391,23.65,23.74,0.0066,11903.4234
5392,3.48,36.97,0.0019,416.75436
5393,12.62,11.72,0.009,10026.8424
5394,9.18,4.39,0.0074,6494.97852
5395,24.53,7.27,0.0084,19107.20196
5396,24.46,4.82,0.0004,931.24112
5397,2.08,5.26,0.0047,926.17824
5398,6.42,20.07,0.0057,2924.95842
5399,21.27,35.75,0.0081,11069.439750000001
5400,11.5,23.6,0.0087,7643.82
5401,19.37,22.1,0.0024,3621.4152
5402,6.0,14.43,0.0018,924.1560000000001
5403,4.55,15.95,0.0096,3671.3039999999996
5404,9.47,4.71,0.0049,4421.74187
5405,23.11,17.78,0.0085,16150.8857
5406,21.03,1.02,0.0037,7701.73278
5407,24.53,4.24,0.0032,7516.77696
5408,9.11,5.3,0.0027,2329.3359
5409,16.95,24.4,0.0006,768.8519999999999
5410,16.54,33.13,0.0094,10396.68012
5411,0.94,35.83,0.0048,289.5350399999999
5412,2.29,6.03,0.0046,989.87998
5413,3.58,36.18,0.0071,1622.1767600000003
5414,8.25,12.18,0.0043,3115.4145
5415,0.72,15.46,0.0056,340.86528
5416,10.28,12.67,0.0068,6104.716319999999
5417,17.33,37.44,0.0017,1843.0801599999998
5418,2.35,5.02,0.0013,290.1639
5419,11.83,10.51,0.0088,9316.26696
5420,23.03,4.51,0.0001,219.91347000000005
5421,13.45,31.75,0.0058,5324.1825
5422,20.84,27.57,0.0084,12679.30608
5423,11.1,0.09,0.0098,10868.209799999999
5424,8.33,24.35,0.0096,6049.579199999999
5425,0.19,24.8,0.0057,81.4416
5426,13.06,16.27,0.0008,874.8110400000002
5427,14.91,20.28,0.0004,475.45008
5428,22.3,16.01,0.0029,5431.6332999999995
5429,21.5,28.88,0.0095,14526.259999999998
5430,9.34,28.97,0.0099,6567.85998
5431,0.15,31.33,0.0041,42.23205000000001
5432,7.58,8.82,0.0075,5183.583
5433,10.87,31.86,0.0082,6073.590760000001
5434,17.23,37.09,0.0095,10297.42335
5435,6.03,29.98,0.0071,2997.76626
5436,16.08,20.7,0.0092,11731.3248
5437,1.28,11.39,0.0012,136.10495999999998
5438,14.67,25.73,0.0067,7299.924029999999
5439,18.24,12.26,0.0096,15363.624959999997
5440,24.0,35.08,0.0,0.0
5441,2.71,35.37,0.0005,87.57365000000001
5442,11.86,39.91,0.0054,3848.40396
5443,13.42,33.55,0.0038,3388.6842000000006
5444,8.78,17.69,0.0079,5709.1862200000005
5445,2.05,3.45,0.0008,158.342
5446,23.76,20.71,0.0062,11680.36848
5447,20.96,17.59,0.0028,4836.478080000001
5448,3.86,7.42,0.0084,3001.8139199999996
5449,13.33,37.79,0.0033,2736.55569
5450,23.22,13.94,0.01,19983.132
5451,9.92,4.66,0.0041,3877.6684800000003
5452,17.4,19.8,0.0031,4325.988
5453,4.89,9.46,0.0065,2877.8138999999996
5454,7.3,29.24,0.0059,3047.6331999999998
5455,12.28,37.64,0.0087,6662.292959999998
5456,13.44,18.65,0.0019,2077.3536
5457,3.17,5.66,0.0094,2811.14332
5458,21.47,5.12,0.0095,19352.1992
5459,6.85,8.93,0.0025,1559.57375
5460,0.67,28.91,0.0017,80.97151
5461,21.59,14.14,0.0036,6673.38264
5462,22.37,15.97,0.001,1879.7511000000002
5463,9.27,38.94,0.0058,3282.9519599999994
5464,22.91,27.32,0.002,3330.1975999999995
5465,10.78,23.02,0.0015,1244.7666000000002
5466,13.78,30.5,0.0015,1436.5650000000003
5467,3.93,30.09,0.0089,2445.2420700000002
5468,18.65,22.7,0.0069,9947.3505
5469,8.23,28.91,0.0097,5675.18579
5470,20.17,16.95,0.0067,11223.293950000001
5471,6.72,28.4,0.0022,1058.5344
5472,19.56,11.52,0.0061,10557.07968
5473,8.88,26.47,0.0022,1436.4820800000002
5474,20.13,12.91,0.0025,4382.80425
5475,19.46,15.2,0.0084,13861.7472
5476,24.82,7.79,0.0081,18538.08282
5477,20.77,26.54,0.0045,6865.9389
5478,18.3,30.08,0.0023,2942.9328000000005
5479,8.02,22.11,0.0009,562.21002
5480,2.1,34.97,0.0091,1242.7233
5481,1.08,24.02,0.0036,295.41024000000004
5482,18.59,5.02,0.0092,16244.23944
5483,18.36,0.39,0.0047,8595.546119999999
5484,10.73,20.24,0.0032,2738.63936
5485,15.05,35.73,0.0067,6480.66545
5486,8.2,18.79,0.001,665.9219999999999
5487,9.89,20.0,0.0051,4035.1200000000003
5488,4.83,24.55,0.0079,2878.94565
5489,18.7,2.84,0.0043,7812.6356
5490,8.97,28.84,0.0096,6127.72992
5491,5.65,38.18,0.0065,2270.3395000000005
5492,16.8,35.33,0.0092,9995.3952
5493,18.76,31.86,0.0068,8692.483520000002
5494,12.82,36.55,0.0087,7076.832300000001
5495,10.93,21.25,0.0,0.0
5496,14.85,23.75,0.0003,339.69374999999997
5497,0.15,24.04,0.0005,5.697
5498,23.01,18.66,0.0058,10855.47372
5499,18.94,5.48,0.0065,11636.3572
5500,5.82,19.72,0.0012,560.67552
5501,12.78,22.53,0.0009,891.0599399999999
5502,5.81,3.12,0.0004,225.14912
5503,8.54,32.26,0.0061,3528.84756
5504,12.81,2.49,0.0016,1998.56496
5505,14.67,30.51,0.0092,9378.64836
5506,8.99,33.98,0.0049,2908.2470200000002
5507,12.0,23.59,0.0091,8343.972000000002
5508,6.77,34.89,0.0083,3658.59601
5509,14.19,19.62,0.0,0.0
5510,7.45,17.28,0.0021,1294.1543999999997
5511,8.02,39.8,0.0049,2365.7396000000003
5512,10.33,35.12,0.0017,1139.35768
5513,4.45,25.85,0.0085,2804.7237500000006
5514,13.11,36.38,0.0084,7006.088879999998
5515,1.14,29.85,0.001,79.971
5516,11.03,25.61,0.0019,1558.9912299999999
5517,2.87,9.35,0.0018,468.2979
5518,5.37,3.59,0.0033,1708.48161
5519,0.18,28.79,0.0046,58.961879999999994
5520,2.23,25.46,0.0057,947.4779400000001
5521,2.02,28.18,0.0034,493.25975999999997
5522,7.32,6.38,0.0044,3015.31296
5523,0.56,31.93,0.0079,301.1416800000001
5524,14.67,27.25,0.0097,10352.252250000001
5525,13.99,3.53,0.0039,5263.49967
5526,9.89,12.39,0.0047,4072.3756300000005
5527,21.07,24.61,0.0077,12231.198209999999
5528,1.99,9.52,0.0044,792.2428800000001
5529,4.1,5.74,0.0096,3710.0735999999997
5530,2.56,31.0,0.0051,900.864
5531,4.26,27.06,0.0084,2610.08496
5532,11.07,5.71,0.0019,1983.20157
5533,20.72,4.41,0.006,11883.7488
5534,24.34,10.23,0.0015,3277.5027
5535,2.64,25.17,0.0017,335.83703999999994
5536,6.12,38.76,0.003,1124.3664
5537,24.77,20.28,0.0012,2369.59728
5538,16.87,13.78,0.0036,5236.31304
5539,17.71,32.54,0.0072,8601.959520000002
5540,3.27,34.77,0.0061,1301.14281
5541,9.44,3.11,0.0005,457.3208
